,collocate,raw_frequency,MI
842,stood,6750,1.697714152727011
843,rooted,80,5.034373013251595
844,eastern,132,4.533597725339106
845,sky.,342,3.581588910862872
846,briskly.,23,6.280905431996327
847,darkling,16,6.643810925685695
848,natural,1571,2.056932009669856
849,whom,6814,2.38142451893262
850,"However,",874,2.6433192722699412
851,dawned,73,5.125940206777086
852,upstairs,493,3.2158904738827867
853,"where?""",29,6.049103817939002
854,Nostromo.,34,6.583186303869261
855,Already,122,4.61237860319222
856,To,3211,2.4406742425040724
857,represented,311,3.6766067357462426
858,people.,603,3.0144824511982913
859,.,7154,3.025879377894514
860,light,4644,1.66621548566764
861,top.,63,5.273264921533944
862,appeared,2289,2.3736765085328555
863,course.,396,3.4349854366709964
864,"shot?""",8,8.030105286805586
865,fixedly,83,4.997559040128879
866,"Nostromo,",83,6.096171328796989
867,who,31574,2.3885148820090087
868,muttered.,68,5.19689194274937
869,"""Who",626,2.9770492768253782
870,"he?""",226,3.995864648653191
871,eyes,9745,0.9250372165437608
872,under,8379,2.3288259423675037
873,drooping,126,4.580117740973999
874,"oblivious,",5,7.8069617354913765
875,lost,2767,1.490880668138551
876,"""Of",977,2.5319129958826943
877,"course,""",179,4.229013842084722
878,English.,143,4.453555017665569
879,own,16169,1.6714586892409755
880,"affair,""",13,6.85145029046394
881,roughly.,26,6.158303109903994
882,"""Do",1680,3.088462864196282
883,ask,4081,1.1023023125196711
884,"done,""",76,5.085666307639146
885,admiringly.,14,6.777342318310218
886,San,247,3.9070113112974996
887,Tome,128,4.564369384005859
888,mine.,576,3.753439167789531
889,loyal,167,4.298405835508722
890,dangerous,511,4.278642346389882
891,desperate,412,3.3953762985759504
892,errand.,56,5.391047957190327
893,observant,82,5.009680400661224
894,enough,5748,2.146086761846452
895,assented,104,4.7720087487841045
896,"paused,",347,4.9533692290985085
897,"""there",250,4.99355101873134
898,need,2464,1.6068583232720663
899,"known,",229,3.982677644371237
900,judged,225,4.000299245721057
901,instance,217,4.729649474944963
902,testified,42,5.678730029642108
903,rendered,375,3.489473621955066
904,"speechless,",16,6.643810925685695
905,"pursued,",94,5.566252046215419
906,practically,195,4.14340008936173
907,unheard,26,6.158303109903994
908,thinking,2677,2.2170947849650697
909,"now,""",437,3.3364664528298866
910,"too,",2829,1.4687210766239098
911,"plan,""",12,6.931492998137476
912,reminded,497,3.9009568023887935
913,"""Si!",2,8.723252467365532
914,"rich.""",26,6.158303109903994
915,"understand,",335,4.295416296660355
916,"Capataz,""",11,8.117116663795215
917,"""What",4019,2.9093707227043306
918,"Capataz?""",3,8.317787359257368
919,"live,""",30,6.015202266263321
920,retorted,152,4.392519127079201
921,voice.,1064,2.446608978023887
922,"""Perhaps,",25,6.197523823057276
923,illustrious,106,4.752960553813409
924,testily.,22,6.325357194567161
925,"""You",7821,1.8381263064437559
926,Martin,324,3.6356561321331475
927,"flattering,",21,6.3718772102020536
928,whereas,448,3.3116064155104916
929,nobody.,69,5.182293143328217
930,miserable,757,3.480183575047973
931,"Hirsch.""",1,9.416399647925477
932,started,1117,3.0911450294162215
933,suggestion.,54,5.4274156013612025
934,understand.,285,4.457057648216772
935,"""Yes.",376,4.179957685095528
936,allowed,1251,3.6709954985784563
937,go!,57,5.373348380090927
938,Imbecile,2,8.723252467365532
939,That,4384,2.640120731731726
940,rogue,89,4.927763278193337
941,Malediction!,1,9.416399647925477
942,out.,1744,3.744222512684607
943,end.,497,3.207809621828848
944,"""But",4080,2.201159669195379
945,"himself,",2617,3.1560536578294314
946,audibly.,8,7.336958106245641
947,"already,""",37,5.805481735281252
948,protested.,68,5.8900391233093154
949,absolutely,764,3.4709790393189017
950,one.,1340,2.909121935540465
951,surrendered.,6,7.624640178697422
952,There,9090,1.6877638218738429
953,something,8093,2.0270827908638753
954,At,5184,2.2493617710132567
955,throat,310,4.778439639114395
956,kept,3553,2.85028996433855
957,silent.,478,3.939936095993966
958,wretch,177,4.240249915351647
959,here.,1040,3.1625708363500036
960,"not?""",366,3.5137663145241107
961,swallowed,219,4.7204750986689215
962,difficulty.,125,4.5880859106231755
963,"one,""",152,4.392519127079201
964,repeated.,294,3.732819880586795
965,breathed,346,3.5699608728677528
966,freely.,59,5.338862204019757
967,"""Listen,",30,6.015202266263321
968,pursued.,61,5.305525783752166
969,nearer.,80,5.034373013251595
970,lowered,222,4.706869446613142
971,exposing,49,5.52457934981485
972,understood,1079,2.432609682667342
973,anxious,1301,2.2455111694129712
974,save,2273,2.3806910046328786
975,Nostromo's,47,5.566252046215419
976,prolonged,178,4.234616097633392
977,silence,1441,3.5296014130458455
978,uneasy.,75,5.098911534389166
979,"out,",2588,2.250906172864631
980,quite,9718,2.431889110295848
981,"silent,",551,3.104664838772562
982,person,2428,2.7201887844141974
983,last.,584,4.145110953765359
984,"loudly,",60,5.322055085703376
985,without,10443,1.5490068325658188
986,hesitation.,71,5.1537197708841616
987,"senor?""",1,9.416399647925477
988,started.,132,5.6322100140072155
989,Maybe,39,5.752838001795831
990,"would,""",40,5.72752019381154
991,roughness,25,6.197523823057276
992,offer,1012,3.1898629786380113
993,better,6734,1.2946222287644022
994,"arguments,""",2,8.723252467365532
995,hastily.,88,4.93906283344727
996,"""Leave",100,4.811229461937385
997,exclamation,144,4.446586348349476
998,escaped,437,3.3364664528298866
999,"waited,",164,4.316533220101278
1000,"surprised,",133,4.526050519703723
1001,fists,58,5.355956637379058
1002,overwhelmed,99,4.821279797790887
1003,close,2725,1.5061759408281323
1004,"hand,""",44,5.6322100140072155
1005,put,9027,2.505648859963541
1006,in.,1177,3.0388227212251455
1007,"""Just",270,4.916589977595212
1008,senor.,10,7.113814554931431
1009,"truth,""",39,5.752838001795831
1010,contemptuously.,52,5.465155929344049
1011,thing!,129,4.556587243563804
1012,"thing!""",107,4.74357081346357
1013,repeated,1012,2.496715798078066
1014,excited,488,3.2260842420723295
1015,whisper.,156,5.059690821235885
1016,Why?,61,5.305525783752166
1017,"for?""",172,4.268905171112023
1018,exclaimed,1107,3.1001378957767853
1019,agitation.,64,5.95066374512575
1020,senor,16,7.336958106245641
1021,somebody,601,3.017804713390269
1022,amongst,1118,2.3971029942104325
1023,poor,7430,2.294877979441727
1024,"Cargadores,""",3,8.317787359257368
1025,grim,284,3.7674254097642708
1026,"tone,",518,3.166424405665994
1027,Turning,80,5.72752019381154
1028,"swiftly,",57,5.373348380090927
1029,catching,298,3.7193061614200724
1030,"shoulders,",376,3.4868105045355824
1031,thrust,612,3.692814545973096
1032,"year,""",13,6.85145029046394
1033,stoically.,2,8.723252467365532
1034,felt,8070,2.3664010357167955
1035,released,166,4.304411859568933
1036,"abruptly,",149,5.105600522539963
1037,feared,692,2.8768136923078074
1038,indispensable,85,4.97374839143516
1039,hobbled,39,6.445985182355776
1040,"till,",110,4.71591928213306
1041,inimical,14,6.777342318310218
1042,mystery.,94,4.873104865655473
1043,plain.,100,4.811229461937385
1044,lame,87,4.950491529270893
1045,evil,994,3.207809621828848
1046,eye,1869,2.5763880210298593
1047,mercy,338,3.593353752442458
1048,mad,568,3.0742782292043254
1049,"remember,",355,3.544281858450061
1050,told?,8,7.336958106245641
1051,worm,42,5.678730029642108
1052,silver.,87,4.950491529270893
1053,enemy,403,3.417463085978794
1054,Co.'s,4,8.030105286805586
1055,splendid,592,3.032893013041471
1056,fleet,105,4.762439297767953
1057,",",3990,1.1248531380415676
1058,"vivaciously,",6,7.624640178697422
1059,snapped,128,4.564369384005859
1060,Emilia,13,6.85145029046394
1061,inner,379,4.172010623402996
1062,"reception.""",3,8.317787359257368
1063,dropped,1402,3.269356868999051
1064,chair.,436,3.3387574045764423
1065,"""Giving",3,8.317787359257368
1066,pity,997,2.5116488779636383
1067,"justice,""",11,7.018504375127106
1068,grumpily.,2,8.723252467365532
1069,"nothing,""",89,4.927763278193337
1070,distance.,216,4.041121240241312
1071,"""They",832,3.3857143876642133
1072,"true,""",133,4.526050519703723
1073,"insisted,",39,5.752838001795831
1074,obstinately.,20,6.420667374371486
1075,"""It'll",35,5.861051586436063
1076,weigh,116,4.6628094568191125
1077,worked,718,2.8399300788772526
1078,"for,",1022,4.096320789595928
1079,"then?""",428,3.35727645234368
1080,half-candid,1,9.416399647925477
1081,"glance,",207,4.083680854660108
1082,which,52452,1.4931848824406024
1083,exclaim,28,6.084195137750273
1084,"mentally,",26,6.158303109903994
1085,midnight,198,4.128132617230942
1086,"times.""",49,5.52457934981485
1087,paused,798,3.4274382310356133
1088,stared,700,3.558466493442017
1089,meaningly,7,7.470489498870164
1090,urgent,153,4.385961726533041
1091,consultation,69,5.182293143328217
1092,German,506,3.8830101591979562
1093,gunboat,3,8.317787359257368
1094,"Nostromo.""",3,8.317787359257368
1095,smiled,1367,3.294638099869637
1096,sourly.,10,7.113814554931431
1097,ever.,579,3.0550971703524814
1098,leave.,144,4.446586348349476
1099,Mrs.,13832,2.279554893360721
1100,"Avellanos,",24,6.238345817577531
1101,saw,9704,2.634001470099961
1102,"day,",2596,2.653284858769606
1103,met,2623,2.9306200291784936
1104,"eye,",516,3.170292882443914
1105,little.,555,3.097431534179042
1106,"you!""",616,2.993152684391957
1107,burst,1076,2.435393907203747
1108,begged,553,3.794188826963087
1109,"Gould,""",3,8.317787359257368
1110,greatest,762,2.7804530922388304
1111,excitement.,173,4.263108053427698
1112,"""Was",239,3.939936095993966
1113,"lost,",174,4.257344348710948
1114,"though?""",22,6.325357194567161
1115,exclaimed.,353,3.54993159099218
1116,always,9181,1.6778025989016674
1117,world,4785,0.9431583440384222
1118,"miserable?""",5,7.8069617354913765
1119,"still,",1040,3.1625708363500036
1120,"submissive,",10,7.113814554931431
1121,volante,1,9.416399647925477
1122,purloined,8,7.336958106245641
1123,Alas!,99,4.821279797790887
1124,half-fainting,1,9.416399647925477
1125,girl.,466,3.272214013799831
1126,After,2192,3.3332679122916713
1127,shut,1292,2.9456001441428747
1128,"round,""",21,6.3718772102020536
1129,"""Pull",13,6.85145029046394
1130,called,5111,3.442198646618734
1131,to-day,456,3.987054018971036
1132,Shaston.,6,7.624640178697422
1133,"bad,",232,4.6628094568191125
1134,she's,1264,2.274363073218674
1135,"dying,",96,4.852051456457641
1136,just,10566,2.453588163195261
1137,mother,4833,2.3194713372002833
1138,"""Ride,",1,9.416399647925477
1139,one:,58,5.355956637379058
1140,stay.,96,4.852051456457641
1141,home,4078,2.201649985459186
1142,They,8621,1.7407376428354424
1143,puzzled,350,3.558466493442017
1144,worthy,873,4.590374241141188
1145,Sussex,22,6.325357194567161
1146,ninety,37,5.805481735281252
1147,years,4334,2.1407657544972825
1148,ago;,106,4.752960553813409
1149,child.,685,3.580127990223197
1150,Then,7078,2.7488775643562877
1151,man.,1888,3.2594206623399216
1152,"bowed,",96,4.852051456457641
1153,ill,1058,3.550876324175342
1154,"bed,",940,3.9568141337813176
1155,"him,--and",4,8.030105286805586
1156,news,1130,2.3864267362190903
1157,expected;,37,5.805481735281252
1158,suggested,780,3.450252908801785
1159,Brompton,13,6.85145029046394
1160,"Hospital,",17,6.583186303869261
1161,admission,113,4.689011829213136
1162,"food,",168,4.292435668522218
1163,anything,4980,2.001826766574888
1164,might,16404,2.276068518875064
1165,advise.,7,7.470489498870164
1166,"Meanwhile,",201,4.806241920426347
1167,drove,769,2.771308678419833
1168,straight,1602,2.037391520297172
1169,"house,",2372,2.338058068367806
1170,"Jane.""",23,6.280905431996327
1171,quickly.,265,3.8366698219392545
1172,"in,",1628,3.813051570591046
1173,"would.""",45,5.6097371581551565
1174,"it.""",2473,2.7018246690721703
1175,leaned,699,4.4761868181257665
1176,"centre.""",1,9.416399647925477
1177,Jane,654,5.331187569266649
1178,"laughed,",425,3.36431047900106
1179,"Flower,",7,7.470489498870164
1180,settling,157,4.360153842577168
1181,herself,6513,1.3279913699390204
1182,"there.""",291,3.743076380753984
1183,dear,5557,2.1798803357654464
1184,hand,7947,2.3817600190406107
1185,turned.,103,4.781670659695841
1186,experience,863,2.655984956842049
1187,steamed,15,6.7083494468232665
1188,Charing,55,5.409066462693006
1189,Cross.,40,5.72752019381154
1190,stationed,54,5.4274156013612025
1191,exactly,1173,2.3490797992720016
1192,opposite,1080,2.4316833278072116
1193,characteristic,187,4.18529103107089
1194,"hope,",479,3.2446990505145616
1195,"Deryck?""",2,9.416399647925477
1196,laid,2213,1.7142953078744272
1197,hers.,278,3.7887785342348397
1198,"""Deryck",2,8.723252467365532
1199,love,7483,0.49601058784511814
1200,"him.""",1173,3.0422269798319466
1201,few,5946,2.1122200054873246
1202,arms,1944,1.8438966629050924
1203,either,2396,1.6348436886901367
1204,"table,",1162,2.3585017105136203
1205,now,16406,1.0972916084826723
1206,"hands.""",72,5.139733528909422
1207,straightened,59,5.338862204019757
1208,books,1000,3.201791549503285
1209,thing,5993,1.4111994280272369
1210,"heard.""",23,6.280905431996327
1211,buried,490,3.2219942568208046
1212,Deryck,50,5.504376642497331
1213,knew,8931,2.621701091235636
1214,"this,",2511,2.281110469327837
1215,arranged,607,3.701018037425924
1216,trivial,125,4.5880859106231755
1217,external,113,4.689011829213136
1218,"details,",60,5.322055085703376
1219,ordered,585,4.836547269921676
1220,"muffins,",8,7.336958106245641
1221,tension,73,5.125940206777086
1222,drew,2552,3.3635264726888514
1223,tea-table,39,5.752838001795831
1224,front,1839,2.592569603881101
1225,knee,243,3.9233382045849283
1226,crossed,929,3.275438089671584
1227,combine,35,5.861051586436063
1228,offices,122,4.61237860319222
1229,"one.""",250,4.99355101873134
1230,contemplating,99,4.821279797790887
1231,finger-tips.,9,7.219175070589258
1232,known,3110,2.4726339314203067
1233,"unsounded.""",1,9.416399647925477
1234,"lips,",636,3.6543482651453
1235,Jane',4,8.030105286805586
1236,behind,3971,1.8227735973541708
1237,"back.""",145,4.439665905504903
1238,smiled.,438,4.027327918108976
1239,often,3247,1.3309128758226307
1240,"Dalmain.""",5,7.8069617354913765
1241,silently,382,3.4709790393189017
1242,Do,1943,1.8444111985480367
1243,"remember?""",19,6.471960668759037
1244,nodded.,206,4.088523479135896
1245,"remember.""",43,5.655199532231914
1246,"""After",144,4.446586348349476
1247,fire.,577,3.058557381417377
1248,loneliness,144,4.446586348349476
1249,"disappointment,",90,4.916589977595212
1250,flee,66,5.226744905899051
1251,right.,817,3.8093728417335835
1252,Thus,641,2.9533701910048067
1253,understand,2678,1.523574121674359
1254,hold,2402,2.3254898258454935
1255,quick,1126,2.389972839225841
1256,movement,631,2.969093785384264
1257,spoke.,365,4.209649474902931
1258,borne,425,3.36431047900106
1259,"it?""",1343,3.312350740070349
1260,"plain.""",12,6.931492998137476
1261,laughed.,495,3.9049890659167317
1262,glad,2593,2.654441151054922
1263,HAVE,80,5.034373013251595
1264,TO,303,3.7026668424161078
1265,KISS,3,8.317787359257368
1266,"IT.""",1,9.416399647925477
1267,threw,1328,2.918117498449043
1268,matter.,437,4.029613633389832
1269,"dear,""",451,3.3049323084227984
1270,recovered;,6,7.624640178697422
1271,"""to",451,3.3049323084227984
1272,"nothing.""",142,5.1537197708841616
1273,became,2630,1.5416605227536664
1274,immediately.,130,5.647477486138004
1275,"accident.""",14,6.777342318310218
1276,shaded,140,4.474757225316172
1277,face,9120,0.991321745417045
1278,"do.""",440,3.32962492101317
1279,sadly,334,3.605258654948776
1280,tenderly.,80,5.034373013251595
1281,particular,1253,2.2831036930294086
1282,point,2247,2.7976606644082573
1283,"concerned.""",9,7.219175070589258
1284,"clear.""",20,6.420667374371486
1285,"see,""",257,3.867323563030257
1286,wire,97,4.841688669422094
1287,tenderness,445,3.3183253657592364
1288,parted,501,3.199793546840612
1289,Jane's,89,6.0263755668614465
1290,lips.,549,3.108301206415946
1291,"it,",12188,1.9541026568751905
1292,away,8693,1.732420625966303
1293,considered,947,3.6617128434075084
1294,"long,",1104,2.409704421088436
1295,silence.,785,3.8493282188111784
1296,"girl,""",117,4.654225713127721
1297,"quietly,",296,4.419187374161361
1298,"""you",1118,3.0902501747703774
1299,"Matron,",2,8.723252467365532
1300,thank,1267,2.271992467604338
1301,receiver.,5,7.8069617354913765
1302,conversation.,271,3.814280827045776
1303,If,6970,2.3587886133989624
1304,seems,2059,2.885036229565797
1305,mistrust,75,5.098911534389166
1306,"own.""",114,4.680201199530981
1307,"""My",2548,2.6719479199015326
1308,Nurse,215,4.045761619797814
1309,"Rosemary,""",5,7.8069617354913765
1310,Nile.,6,7.624640178697422
1311,"And,",825,3.394163442150741
1312,"here""",12,6.931492998137476
1313,waiting,1601,2.038015934928762
1314,should,20897,1.8669340337437492
1315,arrive,183,4.900060675644001
1316,summon,111,4.706869446613142
1317,"interview,",103,4.781670659695841
1318,neither,2141,2.440518539895739
1319,nor,4576,1.6809662954257882
1320,"fair?""",6,7.624640178697422
1321,Garth.,66,5.919892086458996
1322,glanced,984,4.134211663307323
1323,short,2130,1.752522389222006
1324,note,1137,3.073398334734886
1325,heralding,7,7.470489498870164
1326,"visit,",168,4.292435668522218
1327,perfect,1508,3.484154460477466
1328,health,564,3.081345396427418
1329,shy.,31,5.982412443440331
1330,spring,604,3.705972630550607
1331,"without,",125,4.5880859106231755
1332,advance,328,3.623386039541333
1333,towards,4872,1.618287019095689
1334,strode,230,4.671467519562227
1335,platform.,47,5.566252046215419
1336,"""Now",553,3.101041646403142
1337,porridge.,9,7.219175070589258
1338,Meanwhile,345,4.266002411454062
1339,sped,95,4.862522756324936
1340,"hills,",185,4.196043822847152
1341,"see,",1424,2.155174555953556
1342,"alert,",65,5.242012378029839
1343,clear-headed,6,7.624640178697422
1344,unhesitating,15,6.7083494468232665
1345,glance,1057,3.1463568426151847
1346,walked.,46,5.587758251436382
1347,minds,433,3.345661919922987
1348,"men.""",65,5.242012378029839
1349,tubbed,1,9.416399647925477
1350,got,7615,1.8648187437161052
1351,air,2660,2.628930534817842
1352,"mystery,",117,4.654225713127721
1353,propounded,14,6.777342318310218
1354,question.,558,3.092040685544166
1355,wooden,424,3.366666192693519
1356,"spoon,",15,6.7083494468232665
1357,Sir,5962,1.4163855542474053
1358,kind,4483,2.394646264889928
1359,Miss,10381,2.1145773057875448
1360,"Gray,""",14,7.470489498870164
1361,ushered,93,5.576947335332166
1362,cosy,34,5.8900391233093154
1363,sitting-room.,73,5.125940206777086
1364,In,7541,2.0977274821569303
1365,reached,1825,3.0056766705769946
1366,"hearth-rug,",16,6.643810925685695
1367,"way.""",272,3.8105975816294793
1368,fortunate,254,4.572212561466886
1369,blind:,2,8.723252467365532
1370,"word,",1109,2.4051856605751096
1371,then:,41,5.702827581221169
1372,"""Hush,",82,5.009680400661224
1373,"all.'""",4,8.030105286805586
1374,window,1553,2.0684558247767897
1375,upright,254,3.8790653809069404
1376,figure,1712,2.6641292717837346
1377,well;,311,3.6766067357462426
1378,immaculate,26,6.158303109903994
1379,clothes,644,2.948700921821123
1380,indeed,2217,3.098783799429056
1381,fastidious,67,5.21170702853451
1382,correctly,46,5.587758251436382
1383,clad,359,3.533077259437198
1384,arm-chair,94,4.873104865655473
1385,"""So",937,2.5737163656870545
1386,commented,42,5.678730029642108
1387,quietly.,238,5.330423335373893
1388,"""No!",125,4.5880859106231755
1389,Did,855,2.6652981789887167
1390,I?,236,3.952567842899867
1391,"sacredness?""",1,9.416399647925477
1392,"understand,""",84,4.985582849082163
1393,does,3877,3.0994928593098607
1394,"""Absolutely,""",2,8.723252467365532
1395,quiet,2085,3.1601698748124654
1396,"theory,",39,5.752838001795831
1397,"Brand?""",2,8.723252467365532
1398,"""Confirmed,""",1,9.416399647925477
1399,"""Eve,",1,9.416399647925477
1400,afraid,2193,2.416521080067534
1401,firelight,45,5.6097371581551565
1402,played,914,2.598569076471327
1403,beads,61,5.305525783752166
1404,perspiration,45,5.6097371581551565
1405,gleam,355,3.544281858450061
1406,"dark.""",30,6.015202266263321
1407,considered.,59,5.338862204019757
1408,Could,430,3.3526144392378687
1409,nurses,66,5.226744905899051
1410,"fool,""",25,6.197523823057276
1411,"""Am",152,4.392519127079201
1412,sense,3217,1.3401951206864504
1413,security.,30,6.015202266263321
1414,speaking,1619,2.719982874807787
1415,Woman?,3,8.317787359257368
1416,Had,814,2.7144392819229366
1417,uttered,677,2.8987283750132016
1418,word,4356,2.1357024525407353
1419,pressure,250,3.8949387300632305
1420,decided,691,2.878259824157807
1421,speak.,408,3.405132473521315
1422,"Woman?""",1,9.416399647925477
1423,smiled;,55,5.409066462693006
1424,smile,1670,1.995820742514676
1425,"well,",2021,1.805051930521856
1426,"""just",53,5.446107734373355
1427,"Jane""",7,7.470489498870164
1428,trembling,602,3.0161422026166558
1429,things,6730,1.7006815139548128
